# P20
# مكان الوفاة
1,وحدة,وَحدَة,NOUN,N------S1I,0,root
2[2-3],لقياس,لقياس[_],X[_],U---------[_],1[_],nmod[_]
<none>[2],<none>[ل],<none>[لِ],<none>[ADP],<none>[P---------],<none>[3],<none>[case]
<none>[3],<none>[قياس],<none>[قِيَاس],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[nmod]

# P112
# المؤسس
1,المؤسس,مُؤَسِّس[مُؤَسَّس],ADJ,A-----MS1D[N------S1D],0,root

# P119
# مكان الدفن
1,مكان,مَكَان,NOUN,N------S1R,0,root
2,الدفن,دَفن[دَفَن],NOUN,N------S2D,1,nmod

# P126
# يصونه
1[1-2],يصونه,يصونه[_],X[_],U---------[_],0[_],root[_]
<none>[1],<none>[يصون],<none>[صَان],<none>[VERB],<none>[VIIA-3MS--],<none>[0],<none>[root]
<none>[2],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS4-],<none>[1],<none>[obj]

# P128
# ينظم (علم الأحياء الجزيئي)
1,ينظم,نَظَّم,VERB,VIIA-3MS--,0,root
2,(,(,PUNCT,G---------,3,punct
3,علم,عِلم,NOUN,N------S1R,1,nsubj
4,الأحياء,حَيّ,NOUN,N------P2D,3,nmod
5,الجزيئي,جَزِيءِيّ[جَزِيئِيّ],ADJ,A-----MS1D,4,amod
6,),),PUNCT,G---------,3,punct

# P129
# يتفاعل مادياً مع
1,يتفاعل,تَفَاعَل,VERB,VIIA-3MS--,0,root
2,مادياً,مَادِّيّ,ADJ,A-----MS4I,1,obl
3,مع,مَعَ,ADP,PI------4-,1[2],punct[case]

# P137
# المشغل
1,المشغل,مَشغَل[مُشغِل],NOUN,N------S1D,0,root

# P138
# سُمِّي باسم
1,سُمِّي,سَمَِي[سُمِّي],VERB[X],VP-P-3MS--[U---------],0,root
2[2-3],باسم,بَاسِم[_],X[_],U---------[_],1[_],nsubj:pass[_]
<none>[2],<none>[ب],<none>[بِ],<none>[ADP],<none>[P---------],<none>[3],<none>[case]
<none>[3],<none>[اسم],<none>[اِسم],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[obl]

# P140
# الدِّين
1,الدِّين,دَِِينَة[الدِّين],NOUN,N------S1D,0,root

# P141
# حالة الحفظ
1,حالة,حَالَة,NOUN,N------S1R,0,root
2,الحفظ,حِفظ[حَفظ],NOUN,N------S2D,1,nmod

# P143
# مستورد من مشروع ويكيميديا
1,مستورد,مُستَورِد[اِستَورَد],NOUN[ADJ],N------S1I[A-----MS1I],0,root
2,من,مِن,ADP,P---------,3,case
3,مشروع,مَشرُوع,NOUN,N------S2R,1,nmod
4,ويكيميديا,إِيكِيمِيدِيَا[ويكيميديا],X,X---------,3,nmod

# P144
# اشتق من
1,اشتق,اِشتَقَى[اِشتَقّ],VERB,VP-P-3MS--[VCJ---MS--],0[2],root[advcl]
2,من,مِن,ADP,P---------,1[0],punct[case]

# P155
# سبقه
1[1-2],سبقه,سبقه[_],X[_],U---------[_],0[_],root[_]
<none>[1],<none>[سبق],<none>[سَبَق],<none>[NOUN],<none>[N------S1R],<none>[0],<none>[root]
<none>[2],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[1],<none>[nmod]

# P156
# تبعه
1[1-2],تبعه,تبعه[_],X[_],U---------[_],0[_],root[_]
<none>[1],<none>[تبع],<none>[تَبع],<none>[NOUN],<none>[N------S1R],<none>[0],<none>[root]
<none>[2],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[1],<none>[nmod]

# P157
# قتله
1[1-2],قتله,قتله[_],X[_],U---------[_],0[_],root[_]
<none>[1],<none>[قتل],<none>[قَتل],<none>[NOUN],<none>[N------S1R],<none>[0],<none>[root]
<none>[2],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[1],<none>[nmod]

# P166
# الجوائز المستلمة
1,الجوائز,جَائِزَة,NOUN,N------P1D,0,root
2,المستلمة,مُستَلِمّ,ADJ,A-----FS1D,1,nmod[amod]

# P167
# أستبدل بمنشأه
1,أستبدل,أستبدل[أُستَبدَل],X[VERB],U---------[VP-P-3MS--],2[0],nmod[root]
2[2-3],بمنشأه,بمنشأه[_],X[_],U---------[_],0[_],root[_]
<none>[2],<none>[بمنشأ],<none>[بُمنَشَأ],<none>[NOUN],<none>[N------S1R],<none>[1],<none>[obj]
<none>[3],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[2],<none>[nmod]

# P171
# الأصنوفة العليا
1,اﻷصنوفة,اﻷصنوفة,X[NOUN],U---------[N------S1R],0,root
2,العليا,أَعلَى,ADJ,A-----FS1D,1,amod

# P175
# المؤدي
1,المؤدي,مُؤَدَّى[المؤدي],ADJ[NOUN],A-----MS1D[N------S1D],0,root

# P176
# الشَّركة المُصنِّعة
1,الشَّركة,شََّّة[الشَّركة],NOUN,N------S1D,0,root
2,المُصنِّعة,مُُصَنِِع[المُصنِّعة],ADJ,A-----FS1D,1,nmod[amod]

# P178
# المُطوِّر
1,المُطوِّر,مَطوُوِر[مَُطُوِ],ADJ[NOUN],A-----MS1D[N------S1D],0,root

# P179
# جزءٌ مِن سلسلة
1,جزءٌ,جُزء[جُزءٌ],NOUN,N------S4I[N------S1I],0,root
2,مِن,مِِنَ[مِِن],ADP,P---------,3,case
3,سلسلة,سِلسِلَة,NOUN,N------S2I,1,nmod

# P180
# يُصوِّر
1,يُصوِّر,صَاِصَّر[يُصوِّر],VERB,VIIA-3MS--[U---------],0,root

# P183
# مستوطن في
1,مستوطن,مُستَوطِن[مَستُوط],NOUN[ADJ],N------S1I[A-----MS1I],0,root
2,في,فِي,ADP,P---------,1,case

# P184
# مُشرِف الدُّكتوراه
1,مُشرِف,مُشرِف[مَُُشِّر],X[NOUN],U---------[N------P1R],0,root
2[2-3],الدُّكتوراه,دَُرِكَاه[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[2],<none>[الدُّكتورا],<none>[الدُّكتورا],<none>[NOUN],<none>[U---------],<none>[1],<none>[nmod]
<none>[3],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[2],<none>[nmod]

# P185
# طلاب الدكتوراه
1,طلاب,طَالِب,NOUN,N------P1R,0,root
2[2-3],الدكتوراه,دُكتُورَاه[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[2],<none>[الدكتورا],<none>[دُكتُورَا],<none>[NOUN],<none>[N------S2D],<none>[1],<none>[nmod]
<none>[3],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[2],<none>[nmod]

# P193
# مقاول المبنى الرئيسي
1,مقاول,مَقوَل,NOUN,N------S1R[N------P1R],0,root
2,المبنى,مَبنَى,NOUN,N------S2D,1,nmod
3,الرئيسي,رَئِيسِيّ,ADJ,A-----MS2D,2,amod

# P196
# مجموعة الكوكب الصغير
1,مجموعة,مَجمُوعَة,NOUN,N------S1R,0,root
2,الكوكب,كَوكَب[الكوكب],NOUN[X],N------S2D[U---------],1,nmod
3,الصغير,صَغِير,ADJ,A-----MS2D,2,amod

# P205
# بلد الحوض
1,بلد,بَلَد,NOUN,N------S1R,0,root
2,الحوض,حَوض[الحوض],NOUN[X],N------S2D[U---------],1,nmod

# P206
# موجود بالقرب من المسطح المائي
1,موجود,مَوجُود,ADJ,A-----MS1I,0,root
2-3,بالقرب,_,_,_,_,_
2,ب,بِ,ADP,P---------,5,case
3,القرب,قُرب,NOUN,N------S2D,2,fixed
4,من,مِن,ADP,P---------,2,fixed
5,المسطح,مَسطَح,NOUN,N------S2D,1,obl
6,المائي,مَائِيّ[مَائِي],ADJ,A-----MS2D,5,amod

# P237
# وصف الشعار
1,وصف,وَصَف[وَصف],VERB[NOUN],VP-A-3MS--[N------S1R],0,root
2,الشعار,شِعَار,NOUN,N------S1D[N------S2D],1,nsubj[nmod]

# P279
# صنف فرعي من
1,صنف,صِنف[صَنف],NOUN,N------S1I,0,root
2,فرعي,فَرعِيّ,ADJ,A-----MS1I,1,amod
3,من,مِن,ADP,P---------,1,punct[case]

# P286
# المُدرِّب
1,المُدرِّب,مَُدَر[مُُدرِّب],ADJ[NOUN],A-----MS1D[N------S1D],0,root

# P287
# المصمم
1,المصمم,مُصَمَّم[المصمم],NOUN,N------S1D,0,root

# P291
# مكان النَّشر
1,مكان,مَكَان,NOUN,N------S1R,0,root
2,النَّشر,نَُشُر[نََُّشِر],NOUN,N------S2D,1,nmod

# P301
# الموضوع الرئيسي للتصنيف
1,الموضوع,مَوضُوع,NOUN,N------S1D,3[0],nsubj[root]
2,الرئيسي,رَئِيسِيّ,ADJ,A-----MS1D,1,amod
3,للتصنيف,للتصنيف,X,U---------,0[1],root[nmod]

# P361
# جزء من
1,جزء,جُزء,NOUN,N------S1I,0,root
2,من,مِن,ADP,P---------,1,punct[case]

# P364
# اللغة الأصلية للفيلم أو المسلسل
1,اللغة,لُغَة,NOUN,N------S1D,0,root
2,الأصلية,أَصلِيّ,ADJ,A-----FS1D,1,amod
3-4[3],للفيلم,_[للفيلم],_[X],_[U---------],_[1],_[nmod]
3[4],ل[أو],لِ[أَو],ADP[CCONJ],P---------[C---------],4[6],case[cc]
4[5-6],الفيلم[المسلسل],فِيلم[_],NOUN[_],N------S2D[_],1[_],nmod[_]
5,أو[ال],أَو[اَل],CCONJ[PART],C---------[F---------],6,cc
6,المسلسل[مسلسل],مُسلِسَل[مسلسل],NOUN[X],N------S1D[U---------],4[3],conj

# P366
# الاستعمال
1[1-2],الاستعمال,اِستِعمَال[_],NOUN[_],N------S1D[_],0[_],root[_]
<none>[1],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[0],<none>[root]
<none>[2],<none>[استعمال],<none>[اِستِعمَال],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[nsubj]

# P369
# ملعب-عنصر
1,ملعب,مَلعَب,NOUN,N------S1I,0,root
2,-,-,PUNCT,G---------,1[3],punct
3,عنصر,عُنصُر[عنصر],NOUN[X],N------S1I[U---------],1,dep[conj]

# P371
# المقدم
1,المقدم,مُقَدَّم,ADJ[NOUN],A-----MS1D[N------S1D],0,root

# P397
# يتبع كوكب
1,يتبع,تَبِع,VERB,VIIA-3MS--,0,root
2,كوكب,كَوكَب,NOUN,N------S1I[X---------],1,nsubj

# P398
# الكوكب التابع
1,الكوكب,كَوكَب[الكوكب],NOUN[X],N------S1D[U---------],0,root
2,التابع,تَابِع,ADJ,A-----MS1D,1,amod

# P403
# مصب المجرى المائي
1,مصب,مصب,X,U---------,0,root
2,المجرى,مَجرَى[المجرى],NOUN[X],N------S2D[U---------],1,nmod
3,المائي,مَائِيّ[مَائِي],ADJ,A-----MS2D,2,amod

# P405
# مؤلف الأصنوفة
1,مؤلف,مؤلف[مَؤلَف],X[NOUN],U---------[N------S1R],0,root
2,الأصنوفة,أُصنُوفَة[الأصنوفة],NOUN,N------S2D,1,nmod

# P406
# ألبوم الموسيقى التصويرية
1,ألبوم,ألبوم,NOUN[X],N------S1R[U---------],0,root
2,الموسيقى,الموسيقى,NOUN[X],N------S2D[U---------],1,nmod
3,التصويرية,تَصوِيرِيّ,ADJ,A-----FS2D,2,amod

# P407
# لغة العمل أو لغة الاسم
1,لغة,لُغَة,NOUN,N------S1R,0,root
2,العمل,عَمَل,NOUN,N------S2D,1,nmod
3,أو,أَو,CCONJ,C---------,4,cc
4,لغة,لُغَة,NOUN,N------S2R[N------S1R],1,conj
5,الاسم,اِسم,NOUN,N------S2D,4,nmod

# P408
# المحرك البرمجي
1,المحرك,مَحرَك,NOUN,N------S1D,0,root
2,البرمجي,بَرمَجِيّ[بَرمِجِيّ],ADJ,A-----MS1D,1,amod

# P411
# رتبة التقديس
1,رتبة,رِتبَة[رُتبَة],NOUN,N------S1R,0,root
2,التقديس,تَقدِيس,NOUN,N------S2D,1,nmod

# P413
# مركز اللعب في الفريق
1,مركز,مَركَز,NOUN,N------S1R,0,root
2,اللعب,لَعب,NOUN[X],N------S2D[U---------],1,nmod
3,في,فِي,ADP,P---------,4,case
4,الفريق,فَرِيق,NOUN,N------S2D,2,nmod

# P417
# القديس الشفيع
1,القديس,قِدِّيس,NOUN,N------S1D,0,root
2,الشفيع,الشفيع,X[ADJ],U---------[A-----MS1D],1,nmod[amod]

# P418
# وصف الختم
1,وصف,وَصَف,VERB,VP-A-3MS--,0,root
2[2-3],الختم,خَتم[_],NOUN[_],N------S4D[_],1[_],obj[_]
<none>[2],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[1],<none>[nmod]
<none>[3],<none>[ختم],<none>[ختم],<none>[X],<none>[U---------],<none>[1],<none>[nmod]

# P447
# النتيجة بواسطة
1,النتيجة,نَتِيجَة,NOUN,N------S1D,2[0],nsubj[root]
2[2-3],بواسطة,بَوَاسِط[_],ADJ[_],A-----FS1I[_],0[_],root[_]
<none>[2],<none>[ب],<none>[بِ],<none>[ADP],<none>[P---------],<none>[3],<none>[case]
<none>[3],<none>[واسطة],<none>[وَاسِطَة],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[nmod]

# P450
# مهمة رائد الفضاء
1,مهمة,مَهَمَّة,NOUN,N------S1R,0,root
2,رائد,رائد[رَائِد],NOUN,N------S2R,1,nmod
3,الفضاء,فَضَاء,NOUN,N------S2D,2,nmod

# P453
# في دور شخصية
1,في,فِي,ADP,P---------,2,case
2,دور,دَور,NOUN,N------S2I[N------S2R],0,root
3,شخصية,شَخصِيّ[شَخصِيَّة],ADJ[NOUN],A-----FS2I[N------S2I],2,amod[nmod]

# P460
# يُدَّعى أنَّه
1,يُدَّعى,اِدَََّّع[يُدَّعى],VERB,VIIA-3MS--,0,root
2,أنَّه,أَنََّ[أنَّه],SCONJ[X],C---------[U---------],1,punct[obj]

# P466
# الشاغل
1,الشاغل,شَاغِل,ADJ,A-----MS1D[N------S1D],0,root

# P467
# شرعها
1[1-2],شرعها,شرعها[_],X[_],U---------[_],0[_],root[_]
<none>[1],<none>[شرع],<none>[شَرع],<none>[NOUN],<none>[N------S1R],<none>[0],<none>[root]
<none>[2],<none>[ها],<none>[هُوَ],<none>[PRON],<none>[SP---3FS2-],<none>[1],<none>[nmod]

# P468
# رتبة دان/كيو
1,رتبة,رِتبَة[رُتبَة],NOUN,N------S1R,0,root
2,دان,دان[دَان],X,U---------[N------S2I],1,nmod
3,/,/,PUNCT,G---------,4,punct
4,كيو,كيو,X,U---------[X---------],1[2],dep[conj]

# P469
# بحيرات على النهر
1,بحيرات,بُحَيرَة[بَحِيرَات],NOUN,N------P1I,0,root
2,على,عَلَى,ADP,P---------,3,case
3[3-4],النهر,نَهر[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[3],<none>[ال],<none>[اَل],<none>[X],<none>[U---------],<none>[1],<none>[nmod]
<none>[4],<none>[نهر],<none>[نَهر],<none>[NOUN],<none>[N------S2I],<none>[3],<none>[nmod]

# P470
# سجل ثماني رايات
1,سجل,سَجَّل,VERB,VP-A-3MS--,0,root
2,ثماني,ثَمَانِيَة,NUM,QV----F-4R,1,obj
3,رايات,رَأيَة[رَايَة],NOUN,N------P2I,2,nmod

# P483
# سجلت في
1,سجلت,سَجَّل,VERB,VP-A-3FS--,0,root
2,في,فِي,ADP,P---------,1,punct[mark]

# P485
# مُؤَرشَف في
1,مُؤَرشَف,مُؤََرِر[مُؤَرشَف],ADJ[X],A-----MS1I[U---------],0,root
2,في,فِي,ADP,P---------,1,case

# P489
# وصف رمز العملة
1,وصف,وَصَف[وَصف],VERB[NOUN],VP-A-3MS--[N------S1R],0,root
2,رمز,رَمز,NOUN,N------S2R,1,obj[nmod]
3,العملة,عُملَة,NOUN,N------S2D,2,nmod

# P495
# بلد المنشأ
1,بلد,بَلَد,NOUN,N------S1R,0,root
2,المنشأ,مَنشَأ[المنشأ],NOUN[X],N------S2D[U---------],1,nmod

# P509
# سبب الوفاة
1,سبب,سَبَب,NOUN,N------S1R,0,root
2[2-3],الوفاة,وَفَاة[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[2],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[1],<none>[nmod]
<none>[3],<none>[وفاة],<none>[وَفَاة],<none>[NOUN],<none>[N------S2I],<none>[2],<none>[nmod]

# P511
# البادئة الشرفية
1,البادئة,بَادِئ,X,U---------,0,root
2,الشرفية,شُرفِيّ[شَرفِيّ],ADJ,A-----FS1D,1,amod

# P514
# يتشابك مع
1,يتشابك,تَشَابَك,VERB,VIIA-3MS--,0,root
2,مع,مَعَ,ADP,PI------4-,1,punct[case]

# P527
# لديه جزء أو أجزاء
1-2,لديه,_,_,_,_,_
1,لدي,لَدَى,ADP,P---------,2,case
2,ه,هُوَ,PRON,SP---3MS2-,0,root
3,جزء,جُزء,NOUN,N------S1I,1[2],nsubj
4,أو,أَو,CCONJ,C---------,5,cc
5,أجزاء,جُزء,NOUN,N------P1I,3,conj

# P531
# بعثة دبلوماسية مرسلة
1,بعثة,بَعثَة,NOUN,N------S1I,3[0],nsubj[root]
2,دبلوماسية,دِبلُومَاسِيّ,ADJ,A-----FS1I,1,amod
3,مرسلة,مُرَسَّل,ADJ,A-----FS1I,0[1],root[amod]

# P534
# لون الخدش
1,لون,لَون[لون],NOUN[X],N------S1R[U---------],0[2],root[nmod]
2,الخدش,خَدَش,NOUN,N------S2D,1[0],nmod[root]

# P537
# التوأمة
1,التوأمة,التوأمة[تَوأِمَة],X[NOUN],U---------[N------S1D],0,root

# P538
# الكسر
1[1-2],الكسر,كَسر[_],NOUN[_],N------S1D[_],0[_],root[_]
<none>[1],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[0],<none>[root]
<none>[2],<none>[كسر],<none>[كسر],<none>[X],<none>[U---------],<none>[1],<none>[nmod]

# P541
# المنصب المتنازع عليه
1,المنصب,مَنصِب,NOUN,N------S1D,3[0],nsubj[root]
2,المتنازع,مُتَنَازِع,ADJ,A-----MS1D,1,amod
3[3-4],عليه,عليه[_],X[_],U---------[_],0[_],root[_]
<none>[3],<none>[علي],<none>[عَلَى],<none>[ADP],<none>[P---------],<none>[4],<none>[case]
<none>[4],<none>[ه],<none>[هُوَ],<none>[PRON],<none>[SP---3MS2-],<none>[2],<none>[obl:arg]

# P542
# افتتح رسميا من قبل
1,افتتح,اِفتَتَح,VERB,VP-A-3MS--[VCJ---MS--],0,root
2,رسميا,رَسمِيّ,ADJ,A-----MS4I,1,obl
3,من,مِن,ADP,P---------,4[2],case
4,قبل,قَبلَ,ADP,PI------2-,1[3],obl[fixed]

# P543
# الذي أقسم
1,الذي,اَلَّذِي,DET,SR----MS1-,2,nsubj
2,أقسم,أَقسَم,VERB,VIIA-1MS--[VP-A-3MS--],0,root

# P545
# أشعل الشعلة
1,أشعل,أَشعَل[أشعل],VERB[ADJ],VP-A-3MS--[A-----MS1R],0,root
2,الشعلة,شُعلَة,NOUN,N------S1D[N------S2D],1,nsubj[nmod]

# P546
# ميناء رسو المركبة الفضائية
1,ميناء,مِينَاء,NOUN,N------S1R,0,root
2,رسو,رسو,X,U---------,1,nmod
3,المركبة,المركبة[مَركَبَة],X[NOUN],U---------[N------S1D],2[1],nmod
4,الفضائية,فَضَائِيّ,ADJ,A-----FS2D[A-----FS1D],2[3],amod

# P548
# نوع الإصدار
1,نوع,نَوع,NOUN,N------S1R,0,root
2[2-3],الإصدار,إِصدَار[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[2],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[1],<none>[nmod]
<none>[3],<none>[إصدار],<none>[إِصدَار],<none>[NOUN],<none>[N------S1R],<none>[1],<none>[nmod]

# P551
# الإقامة
1[1-2],الإقامة,إِقَامَة[_],NOUN[_],N------S1D[_],0[_],root[_]
<none>[1],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[0],<none>[root]
<none>[2],<none>[إقامة],<none>[إِقَامَة],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[nmod]

# P553
# حساب الموقع على
1,حساب,حِسَاب,NOUN,N------S1R,0,root
2,الموقع,مَوقِع,NOUN,N------S2D,1,nmod
3,على,عَلَى,ADP,P---------,2[1],amod[case]

# P556
# نظام الكريستال
1,نظام,نِظَام,NOUN,N------S1R,0,root
2,الكريستال,الكريستال[كَرِيسَة],X[NOUN],U---------[N------S2D],1,nmod

# P565
# السحنة البلورية
1,السحنة,سُحنَة[السحنة],NOUN[X],N------S1D[U---------],0,root
2,البلورية,بَلُورِيّ[البلورية],ADJ,A-----FS1D,1,amod

# P566
# اسم علمي سابق
1,اسم,اِسم,NOUN,N------S1I,0,root
2,علمي,عِلمِيّ[عَلَمِيّ],ADJ,A-----MS1I,1,amod
3,سابق,سَابِق,ADJ,A-----MS1I,1,amod

# P570
# تاريخ الوفاة
1,تاريخ,تَارِيخ,NOUN,N------S1R,0,root
2[2-3],الوفاة,وَفَاة[_],NOUN[_],N------S2D[_],1[_],nmod[_]
<none>[2],<none>[ال],<none>[اَل],<none>[PART],<none>[F---------],<none>[1],<none>[nmod]
<none>[3],<none>[وفاة],<none>[وَفَاة],<none>[NOUN],<none>[N------S2I],<none>[1],<none>[nmod]

# P574
# تاريخ نشر اسم الأصنوفة
1,تاريخ,تَارِيخ,NOUN,N------S1R,0,root
2,نشر,نَشر,NOUN,N------S2R,1,nmod
3,اسم,اِسم,NOUN,N------S2R,2,nmod
4,الأصنوفة,أُصنُوفَة[الأصنوفة],NOUN,N------S2D,3,nmod

# P576
# تاريخ الحل أو الإلغاء أو الهدم
1,تاريخ,تَارِيخ,NOUN,N------S1R,0,root
2,الحل,حَلّ,NOUN,N------S2D,1,nmod
3,أو,أَو,CCONJ,C---------,4,cc
4[4-5],الإلغاء,إِلغَاء[_],NOUN[_],N------S2D[_],2[_],conj[_]
5[4],أو[ال],أَو[اَل],CCONJ[PART],C---------[F---------],6[1],cc[conj]
6[5],الهدم[إلغاء],هَدم[إِلغَاء],NOUN,N------S1D[U---------],2[4],conj[nmod]
<none>[6],<none>[أو],<none>[أَو],<none>[CCONJ],<none>[C---------],<none>[7],<none>[cc]
<none>[7],<none>[الهدم],<none>[هَدم],<none>[NOUN],<none>[N------S1D],<none>[5],<none>[conj]

# P578
# ملعب-نقطة زمنية
1,ملعب,مَلعَب,NOUN,N------S1I,0,root
2,-,-,PUNCT,G---------,1,punct
3,نقطة,نُقطَة,NOUN,N------S2I[N------S1I],1,dep
4,زمنية,زَمَنِيّ,ADJ,A-----FS1I,3,amod

# P579
# حالة و/أو رتبة معدن في الرابطة المعدنية الدولية
1,حالة,حَالَة,NOUN,N------S1I,0,root
2,و,وَ,CCONJ,C---------,5,cc
3,/,/,PUNCT,G---------,1[5],punct
4,أو,أَو,CCONJ,C---------,5,cc
5,رتبة,رِتبَة[رُتبَة],NOUN,N------S1R,1,conj
6,معدن,مَعدِن,NOUN,N------S2I,5,nmod
7,في,فِي,ADP,P---------,8[9],case
8[8-9],الرابطة,رَابِطَة[_],NOUN[_],N------S2D[_],5[_],nmod[_]
9[8],المعدنية[ال],مَعدِنِيّ[اَل],ADJ[PART],A-----FS2D[F---------],8[1],amod[nmod]
10[9],الدولية[رابطة],دُوَلِيّ[رَابِطَة],ADJ[NOUN],A-----FS2D[N------S2R],8[1],amod[nmod]
<none>[10],<none>[المعدنية],<none>[مَعدِنِيّ],<none>[ADJ],<none>[A-----FS2D],<none>[9],<none>[amod]
<none>[11],<none>[الدولية],<none>[دُوَلِيّ],<none>[ADJ],<none>[A-----FS2D],<none>[9],<none>[amod]

# P585
# بتاريخ
1[1-2],بتاريخ,بتاريخ[_],X[_],U---------[_],0[_],root[_]
<none>[1],<none>[ب],<none>[بِ],<none>[ADP],<none>[P---------],<none>[2],<none>[case]
<none>[2],<none>[تاريخ],<none>[تَارِيخ],<none>[NOUN],<none>[N------S2I],<none>[0],<none>[root]

# P588
# المبرد
1,المبرد,المبرد,X[NOUN],U---------[N------S1D],0,root

# P589
# الزمرة النقطية
1,الزمرة,زَمرَة[زُمرَة],NOUN,N------S1D,0,root
2,النقطية,نَقطِيّ,ADJ,A-----FS1D,1,amod

# P608
