wordnet_entry	translation	status	phrase	masc	pnt	concrete_n	concrete_pn	abstract_n	abstract_pn
allan_GN	آلان	google-translated	0	1.0	GN		"lin 'آلان_gn_PN' = mkPN ""آلان_N"" masc hum;"		fun 'آلان_gn_PN' : PN ;
amanda_GN	أماندا	google-translated	0		GN		"lin 'أماندا_gn_PN' = mkPN ""أماندا_N"" fem hum;"		fun 'أماندا_gn_PN' : PN ;
amy_GN	إيمي	google-translated	0		GN		"lin 'إيمي_gn_PN' = mkPN ""إيمي_N"" fem hum;"		fun 'إيمي_gn_PN' : PN ;
andy_GN	آندي	google-translated	0	1.0	GN		"lin 'آندي_gn_PN' = mkPN ""آندي_N"" masc hum;"		fun 'آندي_gn_PN' : PN ;
angela_GN	أنجيلا	google-translated	0		GN		"lin 'أنجيلا_gn_PN' = mkPN ""أنجيلا_N"" fem hum;"		fun 'أنجيلا_gn_PN' : PN ;
angie_GN	أنجي	google-translated	0	1.0	GN		"lin 'أنجي_gn_PN' = mkPN ""أنجي_N"" masc hum;"		fun 'أنجي_gn_PN' : PN ;
anita_GN	أنيتا	google-translated	0		GN		"lin 'أنيتا_gn_PN' = mkPN ""أنيتا_N"" fem hum;"		fun 'أنيتا_gn_PN' : PN ;
ann_GN	آن	google-translated	0		GN		"lin 'آن_gn_PN' = mkPN ""آن_N"" fem hum;"		fun 'آن_gn_PN' : PN ;
anna_GN	آنا	google-translated	0		GN		"lin 'آنا_gn_PN' = mkPN ""آنا_N"" fem hum;"		fun 'آنا_gn_PN' : PN ;
annabel_GN	أنابيل	google-translated	0		GN		"lin 'أنابيل_gn_PN' = mkPN ""أنابيل_N"" fem hum;"		fun 'أنابيل_gn_PN' : PN ;
anne_GN	آن	google-translated	0		GN		"lin 'آن_gn_PN' = mkPN ""آن_N"" fem hum;"		fun 'آن_gn_PN' : PN ;
annie_GN	آني	google-translated	0		GN		"lin 'آني_gn_PN' = mkPN ""آني_N"" fem hum;"		fun 'آني_gn_PN' : PN ;
anon_GN	آنون		0	1.0	GN		"lin 'آنون_gn_PN' = mkPN ""آنون_N"" masc hum;"		fun 'آنون_gn_PN' : PN ;
anthea_GN	أنثيا	google-translated	0		GN		"lin 'أنثيا_gn_PN' = mkPN ""أنثيا_N"" fem hum;"		fun 'أنثيا_gn_PN' : PN ;
arnold_GN	أرنولد	google-translated	0	1.0	GN		"lin 'أرنولد_gn_PN' = mkPN ""أرنولد_N"" masc hum;"		fun 'أرنولد_gn_PN' : PN ;
art_GN	آرت		0	1.0	GN		"lin 'آرت_gn_PN' = mkPN ""آرت_N"" masc hum;"		fun 'آرت_gn_PN' : PN ;
artie_GN	أرتي	google-translated	0	1.0	GN		"lin 'أرتي_gn_PN' = mkPN ""أرتي_N"" masc hum;"		fun 'أرتي_gn_PN' : PN ;
audrey_GN	أودري	google-translated	0	1.0	GN		"lin 'أودري_gn_PN' = mkPN ""أودري_N"" masc hum;"		fun 'أودري_gn_PN' : PN ;
babs_GN	بابس	google-translated	0		GN		"lin 'بابس_gn_PN' = mkPN ""بابس_N"" fem hum;"		fun 'بابس_gn_PN' : PN ;
barbara_GN	باربرا	google-translated	0		GN		"lin 'باربرا_gn_PN' = mkPN ""باربرا_N"" fem hum;"		fun 'باربرا_gn_PN' : PN ;
beatrice_GN	بياتريس	google-translated	0		GN		"lin 'بياتريس_gn_PN' = mkPN ""بياتريس_N"" fem hum;"		fun 'بياتريس_gn_PN' : PN ;
belinda_GN	بليندا	google-translated	0		GN		"lin 'بليندا_gn_PN' = mkPN ""بليندا_N"" fem hum;"		fun 'بليندا_gn_PN' : PN ;
bella_GN	بيلا	google-translated	0		GN		"lin 'بيلا_gn_PN' = mkPN ""بيلا_N"" fem hum;"		fun 'بيلا_gn_PN' : PN ;
belle_GN	بِل		0		GN		"lin 'بِل_gn_PN' = mkPN ""بِل_N"" fem hum;"		fun 'بِل_gn_PN' : PN ;
ben_GN	بن	google-translated	0	1.0	GN		"lin 'بن_gn_PN' = mkPN ""بن_N"" masc hum;"		fun 'بن_gn_PN' : PN ;
bernie_GN	بيرني	google-translated	0	1.0	GN		"lin 'بيرني_gn_PN' = mkPN ""بيرني_N"" masc hum;"		fun 'بيرني_gn_PN' : PN ;
bert_GN	بيرت	google-translated	0	1.0	GN		"lin 'بيرت_gn_PN' = mkPN ""بيرت_N"" masc hum;"		fun 'بيرت_gn_PN' : PN ;
bertie_GN	بيرتي	google-translated	0	1.0	GN		"lin 'بيرتي_gn_PN' = mkPN ""بيرتي_N"" masc hum;"		fun 'بيرتي_gn_PN' : PN ;
beryl_GN	البريل	google-translated	0	1.0	GN		"lin 'البريل_gn_PN' = mkPN ""البريل_N"" masc hum;"		fun 'البريل_gn_PN' : PN ;
bess_GN	بيس	google-translated	0		GN		"lin 'بيس_gn_PN' = mkPN ""بيس_N"" fem hum;"		fun 'بيس_gn_PN' : PN ;
bessie_GN	بيسي	google-translated	0		GN		"lin 'بيسي_gn_PN' = mkPN ""بيسي_N"" fem hum;"		fun 'بيسي_gn_PN' : PN ;
betsy_GN	بيتسي	google-translated	0		GN		"lin 'بيتسي_gn_PN' = mkPN ""بيتسي_N"" fem hum;"		fun 'بيتسي_gn_PN' : PN ;
betty_GN	بيتي	google-translated	0		GN		"lin 'بيتي_gn_PN' = mkPN ""بيتي_N"" fem hum;"		fun 'بيتي_gn_PN' : PN ;
bill_GN	بيل		0	1.0	GN		"lin 'بيل_gn_PN' = mkPN ""بيل_N"" masc hum;"		fun 'بيل_gn_PN' : PN ;
billy_GN	بيلي	google-translated	0	1.0	GN		"lin 'بيلي_gn_PN' = mkPN ""بيلي_N"" masc hum;"		fun 'بيلي_gn_PN' : PN ;
bob_GN	بوب	google-translated	0	1.0	GN		"lin 'بوب_gn_PN' = mkPN ""بوب_N"" masc hum;"		fun 'بوب_gn_PN' : PN ;
bobby_GN	بوبي	google-translated	0	1.0	GN		"lin 'بوبي_gn_PN' = mkPN ""بوبي_N"" masc hum;"		fun 'بوبي_gn_PN' : PN ;
boris_GN	بوريس	google-translated	0	1.0	GN		"lin 'بوريس_gn_PN' = mkPN ""بوريس_N"" masc hum;"		fun 'بوريس_gn_PN' : PN ;
brenda_GN	بريندا	google-translated	0		GN		"lin 'بريندا_gn_PN' = mkPN ""بريندا_N"" fem hum;"		fun 'بريندا_gn_PN' : PN ;
brian_GN	بريان	google-translated	0	1.0	GN		"lin 'بريان_gn_PN' = mkPN ""بريان_N"" masc hum;"		fun 'بريان_gn_PN' : PN ;
carl_GN	كارل	google-translated	0	1.0	GN		"lin 'كارل_gn_PN' = mkPN ""كارل_N"" masc hum;"		fun 'كارل_gn_PN' : PN ;
carol_GN	كارول	google-translated	0	1.0	GN		"lin 'كارول_gn_PN' = mkPN ""كارول_N"" masc hum;"		fun 'كارول_gn_PN' : PN ;
carole_GN	كارول	google-translated	0		GN		"lin 'كارول_gn_PN' = mkPN ""كارول_N"" fem hum;"		fun 'كارول_gn_PN' : PN ;
caroline_GN	كارولين	google-translated	0		GN		"lin 'كارولين_gn_PN' = mkPN ""كارولين_N"" fem hum;"		fun 'كارولين_gn_PN' : PN ;
carolyn_GN	كارولين	google-translated	0		GN		"lin 'كارولين_gn_PN' = mkPN ""كارولين_N"" fem hum;"		fun 'كارولين_gn_PN' : PN ;
carrie_GN	كاري	google-translated	0		GN		"lin 'كاري_gn_PN' = mkPN ""كاري_N"" fem hum;"		fun 'كاري_gn_PN' : PN ;
cath_GN	كاث	google-translated	0		GN		"lin 'كاث_gn_PN' = mkPN ""كاث_N"" fem hum;"		fun 'كاث_gn_PN' : PN ;
catherine_GN	كاثرين	google-translated	0		GN		"lin 'كاثرين_gn_PN' = mkPN ""كاثرين_N"" fem hum;"		fun 'كاثرين_gn_PN' : PN ;
cathy_GN	كاثي	google-translated	0		GN		"lin 'كاثي_gn_PN' = mkPN ""كاثي_N"" fem hum;"		fun 'كاثي_gn_PN' : PN ;
cecil_GN	سيسيل	google-translated	0	1.0	GN		"lin 'سيسيل_gn_PN' = mkPN ""سيسيل_N"" masc hum;"		fun 'سيسيل_gn_PN' : PN ;
cecilia_GN	سيسيليا	google-translated	0		GN		"lin 'سيسيليا_gn_PN' = mkPN ""سيسيليا_N"" fem hum;"		fun 'سيسيليا_gn_PN' : PN ;
cecily_GN	سيسلي	google-translated	0		GN		"lin 'سيسلي_gn_PN' = mkPN ""سيسلي_N"" fem hum;"		fun 'سيسلي_gn_PN' : PN ;
cedric_GN	سيدريك	google-translated	0	1.0	GN		"lin 'سيدريك_gn_PN' = mkPN ""سيدريك_N"" masc hum;"		fun 'سيدريك_gn_PN' : PN ;
celia_GN	سيليا	google-translated	0		GN		"lin 'سيليا_gn_PN' = mkPN ""سيليا_N"" fem hum;"		fun 'سيليا_gn_PN' : PN ;
charles_GN	تشارلز	google-translated	0	1.0	GN		"lin 'تشارلز_gn_PN' = mkPN ""تشارلز_N"" masc hum;"		fun 'تشارلز_gn_PN' : PN ;
charlie_GN	تشارلي	google-translated	0	1.0	GN		"lin 'تشارلي_gn_PN' = mkPN ""تشارلي_N"" masc hum;"		fun 'تشارلي_gn_PN' : PN ;
chloe_GN	كلوي	google-translated	0		GN		"lin 'كلوي_gn_PN' = mkPN ""كلوي_N"" fem hum;"		fun 'كلوي_gn_PN' : PN ;
chris_GN	كريس	google-translated	0	1.0	GN		"lin 'كريس_gn_PN' = mkPN ""كريس_N"" masc hum;"		fun 'كريس_gn_PN' : PN ;
chrissie_GN	كريسي	google-translated	0		GN		"lin 'كريسي_gn_PN' = mkPN ""كريسي_N"" fem hum;"		fun 'كريسي_gn_PN' : PN ;
chrissy_GN	كريسي	google-translated	0		GN		"lin 'كريسي_gn_PN' = mkPN ""كريسي_N"" fem hum;"		fun 'كريسي_gn_PN' : PN ;
christian_GN	كريستيان	google-translated	0	1.0	GN		"lin 'كريستيان_gn_PN' = mkPN ""كريستيان_N"" masc hum;"		fun 'كريستيان_gn_PN' : PN ;
christina_GN	كريستينا	google-translated	0		GN		"lin 'كريستينا_gn_PN' = mkPN ""كريستينا_N"" fem hum;"		fun 'كريستينا_gn_PN' : PN ;
christine_GN	كريستين	google-translated	0		GN		"lin 'كريستين_gn_PN' = mkPN ""كريستين_N"" fem hum;"		fun 'كريستين_gn_PN' : PN ;
christopher_GN	كريستوفر	google-translated	0	1.0	GN		"lin 'كريستوفر_gn_PN' = mkPN ""كريستوفر_N"" masc hum;"		fun 'كريستوفر_gn_PN' : PN ;
clarrie_GN	كلاري	google-translated	0	1.0	GN		"lin 'كلاري_gn_PN' = mkPN ""كلاري_N"" masc hum;"		fun 'كلاري_gn_PN' : PN ;
clem_GN	كليم	google-translated	0	1.0	GN		"lin 'كليم_gn_PN' = mkPN ""كليم_N"" masc hum;"		fun 'كليم_gn_PN' : PN ;
clement_GN	كليمنت	google-translated	0	1.0	GN		"lin 'كليمنت_gn_PN' = mkPN ""كليمنت_N"" masc hum;"		fun 'كليمنت_gn_PN' : PN ;
cliff_GN	كليف		0	1.0	GN		"lin 'كليف_gn_PN' = mkPN ""كليف_N"" masc hum;"		fun 'كليف_gn_PN' : PN ;
clifford_GN	كليفورد	google-translated	0	1.0	GN		"lin 'كليفورد_gn_PN' = mkPN ""كليفورد_N"" masc hum;"		fun 'كليفورد_gn_PN' : PN ;
colin_GN	كولِن	google-translated	0	1.0	GN		"lin 'كولِن_gn_PN' = mkPN ""كولِن_N"" masc hum;"		fun 'كولِن_gn_PN' : PN ;
connie_GN	كوني	google-translated	0		GN		"lin 'كوني_gn_PN' = mkPN ""كوني_N"" fem hum;"		fun 'كوني_gn_PN' : PN ;
cyril_GN	سيريل	google-translated	0	1.0	GN		"lin 'سيريل_gn_PN' = mkPN ""سيريل_N"" masc hum;"		fun 'سيريل_gn_PN' : PN ;
daisy_GN	ديزي	google-translated	0		GN		"lin 'ديزي_gn_PN' = mkPN ""ديزي_N"" fem hum;"		fun 'ديزي_gn_PN' : PN ;
dan_GN	دان	google-translated	0	1.0	GN		"lin 'دان_gn_PN' = mkPN ""دان_N"" masc hum;"		fun 'دان_gn_PN' : PN ;
danny_GN	داني	google-translated	0	1.0	GN		"lin 'داني_gn_PN' = mkPN ""داني_N"" masc hum;"		fun 'داني_gn_PN' : PN ;
dave_GN	ديف	google-translated	0	1.0	GN		"lin 'ديف_gn_PN' = mkPN ""ديف_N"" masc hum;"		fun 'ديف_gn_PN' : PN ;
david_GN	ديفيد	google-translated	0	1.0	GN		"lin 'ديفيد_gn_PN' = mkPN ""ديفيد_N"" masc hum;"		fun 'ديفيد_gn_PN' : PN ;
dawn_GN	دون		0		GN		"lin 'دون_gn_PN' = mkPN ""دون_N"" fem hum;"		fun 'دون_gn_PN' : PN ;
debbie_GN	ديبي	google-translated	0		GN		"lin 'ديبي_gn_PN' = mkPN ""ديبي_N"" fem hum;"		fun 'ديبي_gn_PN' : PN ;
debby_GN	ديبي	google-translated	0		GN		"lin 'ديبي_gn_PN' = mkPN ""ديبي_N"" fem hum;"		fun 'ديبي_gn_PN' : PN ;
deborah_GN	ديبورا	google-translated	0		GN		"lin 'ديبورا_gn_PN' = mkPN ""ديبورا_N"" fem hum;"		fun 'ديبورا_gn_PN' : PN ;
deirdre_GN	ديردري	google-translated	0		GN		"lin 'ديردري_gn_PN' = mkPN ""ديردري_N"" fem hum;"		fun 'ديردري_gn_PN' : PN ;
denis_GN	دينيس	google-translated	0	1.0	GN		"lin 'دينيس_gn_PN' = mkPN ""دينيس_N"" masc hum;"		fun 'دينيس_gn_PN' : PN ;
denise_GN	دينيس	google-translated	0		GN		"lin 'دينيس_gn_PN' = mkPN ""دينيس_N"" fem hum;"		fun 'دينيس_gn_PN' : PN ;
dennis_GN	دينيس	google-translated	0	1.0	GN		"lin 'دينيس_gn_PN' = mkPN ""دينيس_N"" masc hum;"		fun 'دينيس_gn_PN' : PN ;
denny_GN	ديني	google-translated	0	1.0	GN		"lin 'ديني_gn_PN' = mkPN ""ديني_N"" masc hum;"		fun 'ديني_gn_PN' : PN ;
derek_GN	ديريك	google-translated	0	1.0	GN		"lin 'ديريك_gn_PN' = mkPN ""ديريك_N"" masc hum;"		fun 'ديريك_gn_PN' : PN ;
des_GN	ديس	google-translated	0	1.0	GN		"lin 'ديس_gn_PN' = mkPN ""ديس_N"" masc hum;"		fun 'ديس_gn_PN' : PN ;
desmond_GN	ديزموند	google-translated	0	1.0	GN		"lin 'ديزموند_gn_PN' = mkPN ""ديزموند_N"" masc hum;"		fun 'ديزموند_gn_PN' : PN ;
diana_GN	ديانا	google-translated	0		GN		"lin 'ديانا_gn_PN' = mkPN ""ديانا_N"" fem hum;"		fun 'ديانا_gn_PN' : PN ;
dick_GN	دِك		0	1.0	GN		"lin 'دِك_gn_PN' = mkPN ""دِك_N"" masc hum;"		fun 'دِك_gn_PN' : PN ;
dicky_GN	ديكي	google-translated	0	1.0	GN		"lin 'ديكي_gn_PN' = mkPN ""ديكي_N"" masc hum;"		fun 'ديكي_gn_PN' : PN ;
dolly_GN	دوللي	google-translated	0		GN		"lin 'دوللي_gn_PN' = mkPN ""دوللي_N"" fem hum;"		fun 'دوللي_gn_PN' : PN ;
donald_GN	دونالد	google-translated	0	1.0	GN		"lin 'دونالد_gn_PN' = mkPN ""دونالد_N"" masc hum;"		fun 'دونالد_gn_PN' : PN ;
dora_GN	دورا	google-translated	0		GN		"lin 'دورا_gn_PN' = mkPN ""دورا_N"" fem hum;"		fun 'دورا_gn_PN' : PN ;
doreen_GN	دورين	google-translated	0		GN		"lin 'دورين_gn_PN' = mkPN ""دورين_N"" fem hum;"		fun 'دورين_gn_PN' : PN ;
dorothy_GN	دوروثي	google-translated	0		GN		"lin 'دوروثي_gn_PN' = mkPN ""دوروثي_N"" fem hum;"		fun 'دوروثي_gn_PN' : PN ;
doug_GN	دوغ	google-translated	0	1.0	GN		"lin 'دوغ_gn_PN' = mkPN ""دوغ_N"" masc hum;"		fun 'دوغ_gn_PN' : PN ;
eddie_GN	إيدي	google-translated	0	1.0	GN		"lin 'إيدي_gn_PN' = mkPN ""إيدي_N"" masc hum;"		fun 'إيدي_gn_PN' : PN ;
edgar_GN	إدغار	google-translated	0	1.0	GN		"lin 'إدغار_gn_PN' = mkPN ""إدغار_N"" masc hum;"		fun 'إدغار_gn_PN' : PN ;
edith_GN	إديث	google-translated	0		GN		"lin 'إديث_gn_PN' = mkPN ""إديث_N"" fem hum;"		fun 'إديث_gn_PN' : PN ;
edmund_GN	إدموند		0	1.0	GN		"lin 'إدموند_gn_PN' = mkPN ""إدموند_N"" masc hum;"		fun 'إدموند_gn_PN' : PN ;
edward_GN	إدوارد	google-translated	0	1.0	GN		"lin 'إدوارد_gn_PN' = mkPN ""إدوارد_N"" masc hum;"		fun 'إدوارد_gn_PN' : PN ;
eileen_GN	إيلين	google-translated	0		GN		"lin 'إيلين_gn_PN' = mkPN ""إيلين_N"" fem hum;"		fun 'إيلين_gn_PN' : PN ;
elaine_GN	إلين		0		GN		"lin 'إلين_gn_PN' = mkPN ""إلين_N"" fem hum;"		fun 'إلين_gn_PN' : PN ;
eleanor_GN	إليانور	google-translated	0		GN		"lin 'إليانور_gn_PN' = mkPN ""إليانور_N"" fem hum;"		fun 'إليانور_gn_PN' : PN ;
eliza_GN	إليزا	google-translated	0		GN		"lin 'إليزا_gn_PN' = mkPN ""إليزا_N"" fem hum;"		fun 'إليزا_gn_PN' : PN ;
elizabeth_GN	إليزابيث	google-translated	0		GN		"lin 'إليزابيث_gn_PN' = mkPN ""إليزابيث_N"" fem hum;"		fun 'إليزابيث_gn_PN' : PN ;
ellen_GN	إلين	google-translated	0		GN		"lin 'إلين_gn_PN' = mkPN ""إلين_N"" fem hum;"		fun 'إلين_gn_PN' : PN ;
ellie_GN	إيلي		0		GN		"lin 'إيلي_gn_PN' = mkPN ""إيلي_N"" fem hum;"		fun 'إيلي_gn_PN' : PN ;
elsie_GN	إلسي	google-translated	0		GN		"lin 'إلسي_gn_PN' = mkPN ""إلسي_N"" fem hum;"		fun 'إلسي_gn_PN' : PN ;
emily_GN	إميلي	google-translated	0		GN		"lin 'إميلي_gn_PN' = mkPN ""إميلي_N"" fem hum;"		fun 'إميلي_gn_PN' : PN ;
emma_GN	إيما	google-translated	0		GN		"lin 'إيما_gn_PN' = mkPN ""إيما_N"" fem hum;"		fun 'إيما_gn_PN' : PN ;
eric_GN	إريك		0	1.0	GN		"lin 'إريك_gn_PN' = mkPN ""إريك_N"" masc hum;"		fun 'إريك_gn_PN' : PN ;
ernest_GN	إرنست	google-translated	0	1.0	GN		"lin 'إرنست_gn_PN' = mkPN ""إرنست_N"" masc hum;"		fun 'إرنست_gn_PN' : PN ;
ernie_GN	إرني	google-translated	0	1.0	GN		"lin 'إرني_gn_PN' = mkPN ""إرني_N"" masc hum;"		fun 'إرني_gn_PN' : PN ;
ethel_GN	إثيل	google-translated	0		GN		"lin 'إثيل_gn_PN' = mkPN ""إثيل_N"" fem hum;"		fun 'إثيل_gn_PN' : PN ;
eugene_GN	يوجين	google-translated	0	1.0	GN		"lin 'يوجين_gn_PN' = mkPN ""يوجين_N"" masc hum;"		fun 'يوجين_gn_PN' : PN ;
eunice_GN	يونيس	google-translated	0		GN		"lin 'يونيس_gn_PN' = mkPN ""يونيس_N"" fem hum;"		fun 'يونيس_gn_PN' : PN ;
eva_GN	إيفا	google-translated	0		GN		"lin 'إيفا_gn_PN' = mkPN ""إيفا_N"" fem hum;"		fun 'إيفا_gn_PN' : PN ;
evelyn_GN	إيفلين	google-translated	0	1.0	GN		"lin 'إيفلين_gn_PN' = mkPN ""إيفلين_N"" masc hum;"		fun 'إيفلين_gn_PN' : PN ;
fanny_GN	فاني	google-translated	0		GN		"lin 'فاني_gn_PN' = mkPN ""فاني_N"" fem hum;"		fun 'فاني_gn_PN' : PN ;
felicity_GN	فيليسيتي	google-translated	0		GN		"lin 'فيليسيتي_gn_PN' = mkPN ""فيليسيتي_N"" fem hum;"		fun 'فيليسيتي_gn_PN' : PN ;
felix_GN	فيليكس	google-translated	0	1.0	GN		"lin 'فيليكس_gn_PN' = mkPN ""فيليكس_N"" masc hum;"		fun 'فيليكس_gn_PN' : PN ;
fiona_GN	فيونا	google-translated	0		GN		"lin 'فيونا_gn_PN' = mkPN ""فيونا_N"" fem hum;"		fun 'فيونا_gn_PN' : PN ;
flora_GN	فلورا		0		GN		"lin 'فلورا_gn_PN' = mkPN ""فلورا_N"" fem hum;"		fun 'فلورا_gn_PN' : PN ;
florence_GN	فلورنسا	google-translated	0		GN		"lin 'فلورنسا_gn_PN' = mkPN ""فلورنسا_N"" fem hum;"		fun 'فلورنسا_gn_PN' : PN ;
florrie_GN	فلوري	google-translated	0		GN		"lin 'فلوري_gn_PN' = mkPN ""فلوري_N"" fem hum;"		fun 'فلوري_gn_PN' : PN ;
fran_GN	فران	google-translated	0	1.0	GN		"lin 'فران_gn_PN' = mkPN ""فران_N"" masc hum;"		fun 'فران_gn_PN' : PN ;
frances_GN	فرانسيس	google-translated	0		GN		"lin 'فرانسيس_gn_PN' = mkPN ""فرانسيس_N"" fem hum;"		fun 'فرانسيس_gn_PN' : PN ;
francis_GN	فرانسيس	google-translated	0	1.0	GN		"lin 'فرانسيس_gn_PN' = mkPN ""فرانسيس_N"" masc hum;"		fun 'فرانسيس_gn_PN' : PN ;
frank_GN	فرانك		0	1.0	GN		"lin 'فرانك_gn_PN' = mkPN ""فرانك_N"" masc hum;"		fun 'فرانك_gn_PN' : PN ;
frankie_GN	فرانكي	google-translated	0	1.0	GN		"lin 'فرانكي_gn_PN' = mkPN ""فرانكي_N"" masc hum;"		fun 'فرانكي_gn_PN' : PN ;
fred_GN	فريد	google-translated	0	1.0	GN		"lin 'فريد_gn_PN' = mkPN ""فريد_N"" masc hum;"		fun 'فريد_gn_PN' : PN ;
freda_GN	فريدا	google-translated	0		GN		"lin 'فريدا_gn_PN' = mkPN ""فريدا_N"" fem hum;"		fun 'فريدا_gn_PN' : PN ;
freddie_GN	فريدي	google-translated	0	1.0	GN		"lin 'فريدي_gn_PN' = mkPN ""فريدي_N"" masc hum;"		fun 'فريدي_gn_PN' : PN ;
freddy_GN	فريدي	google-translated	0	1.0	GN		"lin 'فريدي_gn_PN' = mkPN ""فريدي_N"" masc hum;"		fun 'فريدي_gn_PN' : PN ;
gareth_GN	غاريث	google-translated	0	1.0	GN		"lin 'غاريث_gn_PN' = mkPN ""غاريث_N"" masc hum;"		fun 'غاريث_gn_PN' : PN ;
gavin_GN	جافين	google-translated	0	1.0	GN		"lin 'جافين_gn_PN' = mkPN ""جافين_N"" masc hum;"		fun 'جافين_gn_PN' : PN ;
geoff_GN	جيف	google-translated	0	1.0	GN		"lin 'جيف_gn_PN' = mkPN ""جيف_N"" masc hum;"		fun 'جيف_gn_PN' : PN ;
geoffrey_GN	جيفري	google-translated	0	1.0	GN		"lin 'جيفري_gn_PN' = mkPN ""جيفري_N"" masc hum;"		fun 'جيفري_gn_PN' : PN ;
george_GN	جورج	google-translated	0	1.0	GN		"lin 'جورج_gn_PN' = mkPN ""جورج_N"" masc hum;"		fun 'جورج_gn_PN' : PN ;
georgie_GN	جورجي	google-translated	0	1.0	GN		"lin 'جورجي_gn_PN' = mkPN ""جورجي_N"" masc hum;"		fun 'جورجي_gn_PN' : PN ;
gerald_GN	جيرالد	google-translated	0	1.0	GN		"lin 'جيرالد_gn_PN' = mkPN ""جيرالد_N"" masc hum;"		fun 'جيرالد_gn_PN' : PN ;
geraldine_GN	جيرالدين	google-translated	0		GN		"lin 'جيرالدين_gn_PN' = mkPN ""جيرالدين_N"" fem hum;"		fun 'جيرالدين_gn_PN' : PN ;
gerard_GN	جيرارد	google-translated	0	1.0	GN		"lin 'جيرارد_gn_PN' = mkPN ""جيرارد_N"" masc hum;"		fun 'جيرارد_gn_PN' : PN ;
gertie_GN	جيرتي	google-translated	0		GN		"lin 'جيرتي_gn_PN' = mkPN ""جيرتي_N"" fem hum;"		fun 'جيرتي_gn_PN' : PN ;
gertrude_GN	جيرترود	google-translated	0		GN		"lin 'جيرترود_gn_PN' = mkPN ""جيرترود_N"" fem hum;"		fun 'جيرترود_gn_PN' : PN ;
giles_GN	جايلز	google-translated	0	1.0	GN		"lin 'جايلز_gn_PN' = mkPN ""جايلز_N"" masc hum;"		fun 'جايلز_gn_PN' : PN ;
gill_GN	جِل		0	1.0	GN		"lin 'جِل_gn_PN' = mkPN ""جِل_N"" masc hum;"		fun 'جِل_gn_PN' : PN ;
gillian_GN	جيليان	google-translated	0		GN		"lin 'جيليان_gn_PN' = mkPN ""جيليان_N"" fem hum;"		fun 'جيليان_gn_PN' : PN ;
gina_GN	جينا	google-translated	0		GN		"lin 'جينا_gn_PN' = mkPN ""جينا_N"" fem hum;"		fun 'جينا_gn_PN' : PN ;
gladys_GN	غلاديس	google-translated	0		GN		"lin 'غلاديس_gn_PN' = mkPN ""غلاديس_N"" fem hum;"		fun 'غلاديس_gn_PN' : PN ;
glen_GN	جلين	google-translated	0	1.0	GN		"lin 'جلين_gn_PN' = mkPN ""جلين_N"" masc hum;"		fun 'جلين_gn_PN' : PN ;
gloria_GN	غلوريا	google-translated	0		GN		"lin 'غلوريا_gn_PN' = mkPN ""غلوريا_N"" fem hum;"		fun 'غلوريا_gn_PN' : PN ;
godfrey_GN	جودفري	google-translated	0	1.0	GN		"lin 'جودفري_gn_PN' = mkPN ""جودفري_N"" masc hum;"		fun 'جودفري_gn_PN' : PN ;
