wordnet_entry	translation	status	phrase	masc	pnt	concrete_n	concrete_pn	abstract_n	abstract_pn
bartlett_SN	بارتليت	google-translated	0		SN	"lin 'بارتليت_sn_N' = mkN hum (wmkN {sg = ""بارتليت"" ; pl = ""بارتليت"" }) ;"	lin 'بارتليت_sn_PN' = mkPN 'بارتليت_sn_N' ;	fun 'بارتليت_sn_N' : N ;	fun 'بارتليت_sn_PN' : PN ;
beadle_SN	بيدل		0		SN	"lin 'بيدل_sn_N' = mkN hum (wmkN {sg = ""بيدل"" ; pl = ""بيدل"" }) ;"	lin 'بيدل_sn_PN' = mkPN 'بيدل_sn_N' ;	fun 'بيدل_sn_N' : N ;	fun 'بيدل_sn_PN' : PN ;
becket_SN	بيكيت	google-translated	0		SN	"lin 'بيكيت_sn_N' = mkN hum (wmkN {sg = ""بيكيت"" ; pl = ""بيكيت"" }) ;"	lin 'بيكيت_sn_PN' = mkPN 'بيكيت_sn_N' ;	fun 'بيكيت_sn_N' : N ;	fun 'بيكيت_sn_PN' : PN ;
bell_SN	بيل	google-translated	0		SN	"lin 'بيل_sn_N' = mkN hum (wmkN {sg = ""بيل"" ; pl = ""بيل"" }) ;"	lin 'بيل_sn_PN' = mkPN 'بيل_sn_N' ;	fun 'بيل_sn_N' : N ;	fun 'بيل_sn_PN' : PN ;
bellow_SN	بيلو	google-translated	0		SN	"lin 'بيلو_sn_N' = mkN hum (wmkN {sg = ""بيلو"" ; pl = ""بيلو"" }) ;"	lin 'بيلو_sn_PN' = mkPN 'بيلو_sn_N' ;	fun 'بيلو_sn_N' : N ;	fun 'بيلو_sn_PN' : PN ;
benedick_SN	بنديك	google-translated	0		SN	"lin 'بنديك_sn_N' = mkN hum (wmkN {sg = ""بنديك"" ; pl = ""بنديك"" }) ;"	lin 'بنديك_sn_PN' = mkPN 'بنديك_sn_N' ;	fun 'بنديك_sn_N' : N ;	fun 'بنديك_sn_PN' : PN ;
benny_SN	بيني	google-translated	0		SN	"lin 'بيني_sn_N' = mkN hum (wmkN {sg = ""بيني"" ; pl = ""بيني"" }) ;"	lin 'بيني_sn_PN' = mkPN 'بيني_sn_N' ;	fun 'بيني_sn_N' : N ;	fun 'بيني_sn_PN' : PN ;
berg_SN	بيرج	google-translated	0		SN	"lin 'بيرج_sn_N' = mkN hum (wmkN {sg = ""بيرج"" ; pl = ""بيرج"" }) ;"	lin 'بيرج_sn_PN' = mkPN 'بيرج_sn_N' ;	fun 'بيرج_sn_N' : N ;	fun 'بيرج_sn_PN' : PN ;
berlin_SN	برلين	google-translated	0		SN	"lin 'برلين_sn_N' = mkN hum (wmkN {sg = ""برلين"" ; pl = ""برلين"" }) ;"	lin 'برلين_sn_PN' = mkPN 'برلين_sn_N' ;	fun 'برلين_sn_N' : N ;	fun 'برلين_sn_PN' : PN ;
bernard_SN	برنارد	google-translated	0		SN	"lin 'برنارد_sn_N' = mkN hum (wmkN {sg = ""برنارد"" ; pl = ""برنارد"" }) ;"	lin 'برنارد_sn_PN' = mkPN 'برنارد_sn_N' ;	fun 'برنارد_sn_N' : N ;	fun 'برنارد_sn_PN' : PN ;
berry_SN	بيري	google-translated	0		SN	"lin 'بيري_sn_N' = mkN hum (wmkN {sg = ""بيري"" ; pl = ""بيري"" }) ;"	lin 'بيري_sn_PN' = mkPN 'بيري_sn_N' ;	fun 'بيري_sn_N' : N ;	fun 'بيري_sn_PN' : PN ;
best_SN	بيست		0		SN	"lin 'بيست_sn_N' = mkN hum (wmkN {sg = ""بيست"" ; pl = ""بيست"" }) ;"	lin 'بيست_sn_PN' = mkPN 'بيست_sn_N' ;	fun 'بيست_sn_N' : N ;	fun 'بيست_sn_PN' : PN ;
bethune_SN	بيتون	google-translated	0		SN	"lin 'بيتون_sn_N' = mkN hum (wmkN {sg = ""بيتون"" ; pl = ""بيتون"" }) ;"	lin 'بيتون_sn_PN' = mkPN 'بيتون_sn_N' ;	fun 'بيتون_sn_N' : N ;	fun 'بيتون_sn_PN' : PN ;
biddulph_SN	بيدولف	google-translated	0		SN	"lin 'بيدولف_sn_N' = mkN hum (wmkN {sg = ""بيدولف"" ; pl = ""بيدولف"" }) ;"	lin 'بيدولف_sn_PN' = mkPN 'بيدولف_sn_N' ;	fun 'بيدولف_sn_N' : N ;	fun 'بيدولف_sn_PN' : PN ;
black_SN	بلاك		0		SN	"lin 'بلاك_sn_N' = mkN hum (wmkN {sg = ""بلاك"" ; pl = ""بلاك"" }) ;"	lin 'بلاك_sn_PN' = mkPN 'بلاك_sn_N' ;	fun 'بلاك_sn_N' : N ;	fun 'بلاك_sn_PN' : PN ;
blackhall_SN	بلاكهول	google-translated	0		SN	"lin 'بلاكهول_sn_N' = mkN hum (wmkN {sg = ""بلاكهول"" ; pl = ""بلاكهول"" }) ;"	lin 'بلاكهول_sn_PN' = mkPN 'بلاكهول_sn_N' ;	fun 'بلاكهول_sn_N' : N ;	fun 'بلاكهول_sn_PN' : PN ;
boldon_SN	بولدون	google-translated	0		SN	"lin 'بولدون_sn_N' = mkN hum (wmkN {sg = ""بولدون"" ; pl = ""بولدون"" }) ;"	lin 'بولدون_sn_PN' = mkPN 'بولدون_sn_N' ;	fun 'بولدون_sn_N' : N ;	fun 'بولدون_sn_PN' : PN ;
bond_SN	بوند		0		SN	"lin 'بوند_sn_N' = mkN hum (wmkN {sg = ""بوند"" ; pl = ""بوند"" }) ;"	lin 'بوند_sn_PN' = mkPN 'بوند_sn_N' ;	fun 'بوند_sn_N' : N ;	fun 'بوند_sn_PN' : PN ;
booth_SN	بوث		0		SN	"lin 'بوث_sn_N' = mkN hum (wmkN {sg = ""بوث"" ; pl = ""بوث"" }) ;"	lin 'بوث_sn_PN' = mkPN 'بوث_sn_N' ;	fun 'بوث_sn_N' : N ;	fun 'بوث_sn_PN' : PN ;
borders_SN	بوردر		0		SN	"lin 'بوردر_sn_N' = mkN hum (wmkN {sg = ""بوردر"" ; pl = ""بوردر"" }) ;"	lin 'بوردر_sn_PN' = mkPN 'بوردر_sn_N' ;	fun 'بوردر_sn_N' : N ;	fun 'بوردر_sn_PN' : PN ;
bowie_SN	باوي	google-translated	0		SN	"lin 'باوي_sn_N' = mkN hum (wmkN {sg = ""باوي"" ; pl = ""باوي"" }) ;"	lin 'باوي_sn_PN' = mkPN 'باوي_sn_N' ;	fun 'باوي_sn_N' : N ;	fun 'باوي_sn_PN' : PN ;
bradford_SN	برادفورد	google-translated	0		SN	"lin 'برادفورد_sn_N' = mkN hum (wmkN {sg = ""برادفورد"" ; pl = ""برادفورد"" }) ;"	lin 'برادفورد_sn_PN' = mkPN 'برادفورد_sn_N' ;	fun 'برادفورد_sn_N' : N ;	fun 'برادفورد_sn_PN' : PN ;
braille_SN	برايل	google-translated	0		SN	"lin 'برايل_sn_N' = mkN hum (wmkN {sg = ""برايل"" ; pl = ""برايل"" }) ;"	lin 'برايل_sn_PN' = mkPN 'برايل_sn_N' ;	fun 'برايل_sn_N' : N ;	fun 'برايل_sn_PN' : PN ;
bros_SN	بروس	google-translated	0		SN	"lin 'بروس_sn_N' = mkN hum (wmkN {sg = ""بروس"" ; pl = ""بروس"" }) ;"	lin 'بروس_sn_PN' = mkPN 'بروس_sn_N' ;	fun 'بروس_sn_N' : N ;	fun 'بروس_sn_PN' : PN ;
brown_SN	براون		0		SN	"lin 'براون_sn_N' = mkN hum (wmkN {sg = ""براون"" ; pl = ""براون"" }) ;"	lin 'براون_sn_PN' = mkPN 'براون_sn_N' ;	fun 'براون_sn_N' : N ;	fun 'براون_sn_PN' : PN ;
bruce_SN	بروس	google-translated	0		SN	"lin 'بروس_sn_N' = mkN hum (wmkN {sg = ""بروس"" ; pl = ""بروس"" }) ;"	lin 'بروس_sn_PN' = mkPN 'بروس_sn_N' ;	fun 'بروس_sn_N' : N ;	fun 'بروس_sn_PN' : PN ;
bryan_SN	بريان	google-translated	0		SN	"lin 'بريان_sn_N' = mkN hum (wmkN {sg = ""بريان"" ; pl = ""بريان"" }) ;"	lin 'بريان_sn_PN' = mkPN 'بريان_sn_N' ;	fun 'بريان_sn_N' : N ;	fun 'بريان_sn_PN' : PN ;
buck_SN	بَك	google-translated	0		SN	"lin 'بَك_sn_N' = mkN hum (wmkN {sg = ""بَك"" ; pl = ""بَك"" }) ;"	lin 'بَك_sn_PN' = mkPN 'بَك_sn_N' ;	fun 'بَك_sn_N' : N ;	fun 'بَك_sn_PN' : PN ;
bullfinch_SN	بولفينش		0		SN	"lin 'بولفينش_sn_N' = mkN hum (wmkN {sg = ""بولفينش"" ; pl = ""بولفينش"" }) ;"	lin 'بولفينش_sn_PN' = mkPN 'بولفينش_sn_N' ;	fun 'بولفينش_sn_N' : N ;	fun 'بولفينش_sn_PN' : PN ;
bunsen_SN	بنسن	google-translated	0		SN	"lin 'بنسن_sn_N' = mkN hum (wmkN {sg = ""بنسن"" ; pl = ""بنسن"" }) ;"	lin 'بنسن_sn_PN' = mkPN 'بنسن_sn_N' ;	fun 'بنسن_sn_N' : N ;	fun 'بنسن_sn_PN' : PN ;
burgess_SN	بيرجس	google-translated	0		SN	"lin 'بيرجس_sn_N' = mkN hum (wmkN {sg = ""بيرجس"" ; pl = ""بيرجس"" }) ;"	lin 'بيرجس_sn_PN' = mkPN 'بيرجس_sn_N' ;	fun 'بيرجس_sn_N' : N ;	fun 'بيرجس_sn_PN' : PN ;
burgher_SN	بورغر	google-translated	0		SN	"lin 'بورغر_sn_N' = mkN hum (wmkN {sg = ""بورغر"" ; pl = ""بورغر"" }) ;"	lin 'بورغر_sn_PN' = mkPN 'بورغر_sn_N' ;	fun 'بورغر_sn_N' : N ;	fun 'بورغر_sn_PN' : PN ;
burr_SN	بور		0		SN	"lin 'بور_sn_N' = mkN hum (wmkN {sg = ""بور"" ; pl = ""بور"" }) ;"	lin 'بور_sn_PN' = mkPN 'بور_sn_N' ;	fun 'بور_sn_N' : N ;	fun 'بور_sn_PN' : PN ;
burton_SN	بيرتون	google-translated	0		SN	"lin 'بيرتون_sn_N' = mkN hum (wmkN {sg = ""بيرتون"" ; pl = ""بيرتون"" }) ;"	lin 'بيرتون_sn_PN' = mkPN 'بيرتون_sn_N' ;	fun 'بيرتون_sn_N' : N ;	fun 'بيرتون_sn_PN' : PN ;
bush_SN	بوش		0		SN	"lin 'بوش_sn_N' = mkN hum (wmkN {sg = ""بوش"" ; pl = ""بوش"" }) ;"	lin 'بوش_sn_PN' = mkPN 'بوش_sn_N' ;	fun 'بوش_sn_N' : N ;	fun 'بوش_sn_PN' : PN ;
butler_SN	بوتلر	google-translated	0		SN	"lin 'بوتلر_sn_N' = mkN hum (wmkN {sg = ""بوتلر"" ; pl = ""بوتلر"" }) ;"	lin 'بوتلر_sn_PN' = mkPN 'بوتلر_sn_N' ;	fun 'بوتلر_sn_N' : N ;	fun 'بوتلر_sn_PN' : PN ;
caesar_SN	قيصر	google-translated	0		SN	"lin 'قيصر_sn_N' = mkN hum (wmkN {sg = ""قيصر"" ; pl = ""قيصر"" }) ;"	lin 'قيصر_sn_PN' = mkPN 'قيصر_sn_N' ;	fun 'قيصر_sn_N' : N ;	fun 'قيصر_sn_PN' : PN ;
cage_SN	كيج		0		SN	"lin 'كيج_sn_N' = mkN hum (wmkN {sg = ""كيج"" ; pl = ""كيج"" }) ;"	lin 'كيج_sn_PN' = mkPN 'كيج_sn_N' ;	fun 'كيج_sn_N' : N ;	fun 'كيج_sn_PN' : PN ;
carrel_SN	كاريل	google-translated	0		SN	"lin 'كاريل_sn_N' = mkN hum (wmkN {sg = ""كاريل"" ; pl = ""كاريل"" }) ;"	lin 'كاريل_sn_PN' = mkPN 'كاريل_sn_N' ;	fun 'كاريل_sn_N' : N ;	fun 'كاريل_sn_PN' : PN ;
carron_SN	كارون	google-translated	0		SN	"lin 'كارون_sn_N' = mkN hum (wmkN {sg = ""كارون"" ; pl = ""كارون"" }) ;"	lin 'كارون_sn_PN' = mkPN 'كارون_sn_N' ;	fun 'كارون_sn_N' : N ;	fun 'كارون_sn_PN' : PN ;
carter_SN	كارتر	google-translated	0		SN	"lin 'كارتر_sn_N' = mkN hum (wmkN {sg = ""كارتر"" ; pl = ""كارتر"" }) ;"	lin 'كارتر_sn_PN' = mkPN 'كارتر_sn_N' ;	fun 'كارتر_sn_N' : N ;	fun 'كارتر_sn_PN' : PN ;
cartwright_SN	كارترايت	google-translated	0		SN	"lin 'كارترايت_sn_N' = mkN hum (wmkN {sg = ""كارترايت"" ; pl = ""كارترايت"" }) ;"	lin 'كارترايت_sn_PN' = mkPN 'كارترايت_sn_N' ;	fun 'كارترايت_sn_N' : N ;	fun 'كارترايت_sn_PN' : PN ;
carver_SN	كارفر	google-translated	0		SN	"lin 'كارفر_sn_N' = mkN hum (wmkN {sg = ""كارفر"" ; pl = ""كارفر"" }) ;"	lin 'كارفر_sn_PN' = mkPN 'كارفر_sn_N' ;	fun 'كارفر_sn_N' : N ;	fun 'كارفر_sn_PN' : PN ;
cash_SN	كاش		0		SN	"lin 'كاش_sn_N' = mkN hum (wmkN {sg = ""كاش"" ; pl = ""كاش"" }) ;"	lin 'كاش_sn_PN' = mkPN 'كاش_sn_N' ;	fun 'كاش_sn_N' : N ;	fun 'كاش_sn_PN' : PN ;
cavalier_SN	كافالير	google-translated	0		SN	"lin 'كافالير_sn_N' = mkN hum (wmkN {sg = ""كافالير"" ; pl = ""كافالير"" }) ;"	lin 'كافالير_sn_PN' = mkPN 'كافالير_sn_N' ;	fun 'كافالير_sn_N' : N ;	fun 'كافالير_sn_PN' : PN ;
chain_SN	تشين		0		SN	"lin 'تشين_sn_N' = mkN hum (wmkN {sg = ""تشين"" ; pl = ""تشين"" }) ;"	lin 'تشين_sn_PN' = mkPN 'تشين_sn_N' ;	fun 'تشين_sn_N' : N ;	fun 'تشين_sn_PN' : PN ;
chamberlain_SN	تشامبرلين	google-translated	0		SN	"lin 'تشامبرلين_sn_N' = mkN hum (wmkN {sg = ""تشامبرلين"" ; pl = ""تشامبرلين"" }) ;"	lin 'تشامبرلين_sn_PN' = mkPN 'تشامبرلين_sn_N' ;	fun 'تشامبرلين_sn_N' : N ;	fun 'تشامبرلين_sn_PN' : PN ;
chandler_SN	تشاندلر	google-translated	0		SN	"lin 'تشاندلر_sn_N' = mkN hum (wmkN {sg = ""تشاندلر"" ; pl = ""تشاندلر"" }) ;"	lin 'تشاندلر_sn_PN' = mkPN 'تشاندلر_sn_N' ;	fun 'تشاندلر_sn_N' : N ;	fun 'تشاندلر_sn_PN' : PN ;
chapman_SN	تشابمان	google-translated	0		SN	"lin 'تشابمان_sn_N' = mkN hum (wmkN {sg = ""تشابمان"" ; pl = ""تشابمان"" }) ;"	lin 'تشابمان_sn_PN' = mkPN 'تشابمان_sn_N' ;	fun 'تشابمان_sn_N' : N ;	fun 'تشابمان_sn_PN' : PN ;
chase_SN	يطارد	google-translated	0		SN	"lin 'يطارد_sn_N' = mkN hum (wmkN {sg = ""يطارد"" ; pl = ""يطارد"" }) ;"	lin 'يطارد_sn_PN' = mkPN 'يطارد_sn_N' ;	fun 'يطارد_sn_N' : N ;	fun 'يطارد_sn_PN' : PN ;
chippendale_SN	شيبنديل	google-translated	0		SN	"lin 'شيبنديل_sn_N' = mkN hum (wmkN {sg = ""شيبنديل"" ; pl = ""شيبنديل"" }) ;"	lin 'شيبنديل_sn_PN' = mkPN 'شيبنديل_sn_N' ;	fun 'شيبنديل_sn_N' : N ;	fun 'شيبنديل_sn_PN' : PN ;
clay_SN	كلاي		0		SN	"lin 'كلاي_sn_N' = mkN hum (wmkN {sg = ""كلاي"" ; pl = ""كلاي"" }) ;"	lin 'كلاي_sn_PN' = mkPN 'كلاي_sn_N' ;	fun 'كلاي_sn_N' : N ;	fun 'كلاي_sn_PN' : PN ;
cleveland_SN	كليفلاند	google-translated	0		SN	"lin 'كليفلاند_sn_N' = mkN hum (wmkN {sg = ""كليفلاند"" ; pl = ""كليفلاند"" }) ;"	lin 'كليفلاند_sn_PN' = mkPN 'كليفلاند_sn_N' ;	fun 'كليفلاند_sn_N' : N ;	fun 'كليفلاند_sn_PN' : PN ;
clive_SN	كلايف	google-translated	0		SN	"lin 'كلايف_sn_N' = mkN hum (wmkN {sg = ""كلايف"" ; pl = ""كلايف"" }) ;"	lin 'كلايف_sn_PN' = mkPN 'كلايف_sn_N' ;	fun 'كلايف_sn_N' : N ;	fun 'كلايف_sn_PN' : PN ;
coca_SN	كوكا	google-translated	0		SN	"lin 'كوكا_sn_N' = mkN hum (wmkN {sg = ""كوكا"" ; pl = ""كوكا"" }) ;"	lin 'كوكا_sn_PN' = mkPN 'كوكا_sn_N' ;	fun 'كوكا_sn_N' : N ;	fun 'كوكا_sn_PN' : PN ;
collins_SN	كولينز	google-translated	0		SN	"lin 'كولينز_sn_N' = mkN hum (wmkN {sg = ""كولينز"" ; pl = ""كولينز"" }) ;"	lin 'كولينز_sn_PN' = mkPN 'كولينز_sn_N' ;	fun 'كولينز_sn_N' : N ;	fun 'كولينز_sn_PN' : PN ;
columbus_SN	كولومبوس	google-translated	0		SN	"lin 'كولومبوس_sn_N' = mkN hum (wmkN {sg = ""كولومبوس"" ; pl = ""كولومبوس"" }) ;"	lin 'كولومبوس_sn_PN' = mkPN 'كولومبوس_sn_N' ;	fun 'كولومبوس_sn_N' : N ;	fun 'كولومبوس_sn_PN' : PN ;
constable_SN	كونستابل		0		SN	"lin 'كونستابل_sn_N' = mkN hum (wmkN {sg = ""كونستابل"" ; pl = ""كونستابل"" }) ;"	lin 'كونستابل_sn_PN' = mkPN 'كونستابل_sn_N' ;	fun 'كونستابل_sn_N' : N ;	fun 'كونستابل_sn_PN' : PN ;
cook_SN	كوك		0		SN	"lin 'كوك_sn_N' = mkN hum (wmkN {sg = ""كوك"" ; pl = ""كوك"" }) ;"	lin 'كوك_sn_PN' = mkPN 'كوك_sn_N' ;	fun 'كوك_sn_N' : N ;	fun 'كوك_sn_PN' : PN ;
cooper_SN	كوبر	google-translated	0		SN	"lin 'كوبر_sn_N' = mkN hum (wmkN {sg = ""كوبر"" ; pl = ""كوبر"" }) ;"	lin 'كوبر_sn_PN' = mkPN 'كوبر_sn_N' ;	fun 'كوبر_sn_N' : N ;	fun 'كوبر_sn_PN' : PN ;
cordoba_SN	قرطبة	google-translated	0		SN	"lin 'قرطبة_sn_N' = mkN hum (wmkN {sg = ""قرطبة"" ; pl = ""قرطبة"" }) ;"	lin 'قرطبة_sn_PN' = mkPN 'قرطبة_sn_N' ;	fun 'قرطبة_sn_N' : N ;	fun 'قرطبة_sn_PN' : PN ;
coulomb_SN	كولومب	google-translated	0		SN	"lin 'كولومب_sn_N' = mkN hum (wmkN {sg = ""كولومب"" ; pl = ""كولومب"" }) ;"	lin 'كولومب_sn_PN' = mkPN 'كولومب_sn_N' ;	fun 'كولومب_sn_N' : N ;	fun 'كولومب_sn_PN' : PN ;
court_SN	كورت		0		SN	"lin 'كورت_sn_N' = mkN hum (wmkN {sg = ""كورت"" ; pl = ""كورت"" }) ;"	lin 'كورت_sn_PN' = mkPN 'كورت_sn_N' ;	fun 'كورت_sn_N' : N ;	fun 'كورت_sn_PN' : PN ;
coward_SN	كاوورد	guessed	0		SN	"lin 'كاوورد_sn_N' = mkN hum (wmkN {sg = ""كاوورد"" ; pl = ""كاوورد"" }) ;"	lin 'كاوورد_sn_PN' = mkPN 'كاوورد_sn_N' ;	fun 'كاوورد_sn_N' : N ;	fun 'كاوورد_sn_PN' : PN ;
crane_SN	كرين		0		SN	"lin 'كرين_sn_N' = mkN hum (wmkN {sg = ""كرين"" ; pl = ""كرين"" }) ;"	lin 'كرين_sn_PN' = mkPN 'كرين_sn_N' ;	fun 'كرين_sn_N' : N ;	fun 'كرين_sn_PN' : PN ;
cres_SN	كريس	google-translated	0		SN	"lin 'كريس_sn_N' = mkN hum (wmkN {sg = ""كريس"" ; pl = ""كريس"" }) ;"	lin 'كريس_sn_PN' = mkPN 'كريس_sn_N' ;	fun 'كريس_sn_N' : N ;	fun 'كريس_sn_PN' : PN ;
crick_SN	كريك	google-translated	0		SN	"lin 'كريك_sn_N' = mkN hum (wmkN {sg = ""كريك"" ; pl = ""كريك"" }) ;"	lin 'كريك_sn_PN' = mkPN 'كريك_sn_N' ;	fun 'كريك_sn_N' : N ;	fun 'كريك_sn_PN' : PN ;
crosby_SN	كروسبي	google-translated	0		SN	"lin 'كروسبي_sn_N' = mkN hum (wmkN {sg = ""كروسبي"" ; pl = ""كروسبي"" }) ;"	lin 'كروسبي_sn_PN' = mkPN 'كروسبي_sn_N' ;	fun 'كروسبي_sn_N' : N ;	fun 'كروسبي_sn_PN' : PN ;
cumberland_SN	كمبرلاند	google-translated	0		SN	"lin 'كمبرلاند_sn_N' = mkN hum (wmkN {sg = ""كمبرلاند"" ; pl = ""كمبرلاند"" }) ;"	lin 'كمبرلاند_sn_PN' = mkPN 'كمبرلاند_sn_N' ;	fun 'كمبرلاند_sn_N' : N ;	fun 'كمبرلاند_sn_PN' : PN ;
cummings_SN	كامينغز	google-translated	0		SN	"lin 'كامينغز_sn_N' = mkN hum (wmkN {sg = ""كامينغز"" ; pl = ""كامينغز"" }) ;"	lin 'كامينغز_sn_PN' = mkPN 'كامينغز_sn_N' ;	fun 'كامينغز_sn_N' : N ;	fun 'كامينغز_sn_PN' : PN ;
curie_SN	كوري	google-translated	0		SN	"lin 'كوري_sn_N' = mkN hum (wmkN {sg = ""كوري"" ; pl = ""كوري"" }) ;"	lin 'كوري_sn_PN' = mkPN 'كوري_sn_N' ;	fun 'كوري_sn_N' : N ;	fun 'كوري_sn_PN' : PN ;
curl_SN	كوريل	guessed	0		SN	"lin 'كوريل_sn_N' = mkN hum (wmkN {sg = ""كوريل"" ; pl = ""كوريل"" }) ;"	lin 'كوريل_sn_PN' = mkPN 'كوريل_sn_N' ;	fun 'كوريل_sn_N' : N ;	fun 'كوريل_sn_PN' : PN ;
currie_SN	كوري	google-translated	0		SN	"lin 'كوري_sn_N' = mkN hum (wmkN {sg = ""كوري"" ; pl = ""كوري"" }) ;"	lin 'كوري_sn_PN' = mkPN 'كوري_sn_N' ;	fun 'كوري_sn_N' : N ;	fun 'كوري_sn_PN' : PN ;
currier_SN	كورير	google-translated	0		SN	"lin 'كورير_sn_N' = mkN hum (wmkN {sg = ""كورير"" ; pl = ""كورير"" }) ;"	lin 'كورير_sn_PN' = mkPN 'كورير_sn_N' ;	fun 'كورير_sn_N' : N ;	fun 'كورير_sn_PN' : PN ;
dalton_SN	دالتون	google-translated	0		SN	"lin 'دالتون_sn_N' = mkN hum (wmkN {sg = ""دالتون"" ; pl = ""دالتون"" }) ;"	lin 'دالتون_sn_PN' = mkPN 'دالتون_sn_N' ;	fun 'دالتون_sn_N' : N ;	fun 'دالتون_sn_PN' : PN ;
davey_SN	ديفي	google-translated	0		SN	"lin 'ديفي_sn_N' = mkN hum (wmkN {sg = ""ديفي"" ; pl = ""ديفي"" }) ;"	lin 'ديفي_sn_PN' = mkPN 'ديفي_sn_N' ;	fun 'ديفي_sn_N' : N ;	fun 'ديفي_sn_PN' : PN ;
day_SN	داي		0		SN	"lin 'داي_sn_N' = mkN hum (wmkN {sg = ""داي"" ; pl = ""داي"" }) ;"	lin 'داي_sn_PN' = mkPN 'داي_sn_N' ;	fun 'داي_sn_N' : N ;	fun 'داي_sn_PN' : PN ;
dean_SN	دين		0		SN	"lin 'دين_sn_N' = mkN hum (wmkN {sg = ""دين"" ; pl = ""دين"" }) ;"	lin 'دين_sn_PN' = mkPN 'دين_sn_N' ;	fun 'دين_sn_N' : N ;	fun 'دين_sn_PN' : PN ;
decker_SN	ديكر	google-translated	0		SN	"lin 'ديكر_sn_N' = mkN hum (wmkN {sg = ""ديكر"" ; pl = ""ديكر"" }) ;"	lin 'ديكر_sn_PN' = mkPN 'ديكر_sn_N' ;	fun 'ديكر_sn_N' : N ;	fun 'ديكر_sn_PN' : PN ;
